user,item,timestamp,state_label,features
frontend,adservice,1740681008,0,3.046586074,0.055054114249999994,76974080.0,0.088557565,321064960.0,4
frontend,adservice,1740681068,0,8.716702264,0.057700211,78072832.0,0.033590564,46841856.0,4
frontend,adservice,1740681128,0,14.01033996,0.07021882325,78685184.0,0.07424008,325890048.0,4
frontend,adservice,1740681188,0,24.25390415,0.0803256985,79908864.0,0.04228712,49491968.0,4
frontend,adservice,1740681248,0,23.8832317,0.09093535525,80734208.0,0.053299743,269639680.0,4
frontend,adservice,1740681308,0,30.91704183,0.09034545225,81868800.0,0.091177565,333541376.0,4
frontend,adservice,1740681368,0,35.06574483,0.1012128615,82106368.0,0.015376709,48869376.0,4
frontend,adservice,1740681428,0,26.38165534,0.11460427075,83316736.0,0.001523911,48947200.0,4
frontend,adservice,1740681488,0,30.01432913,0.1226944955,83120128.0,0.109873642,346132480.0,4
frontend,adservice,1740681548,0,37.41750943,0.13277654475,83946496.0,0.020288385,48910336.0,4
frontend,adservice,1740681608,0,22.43808119,0.1149275155,84236288.0,0.00155669,48963584.0,4
frontend,adservice,1740681668,0,19.3539302,0.13262439925,83529728.0,0.001804821,47988736.0,4
frontend,adservice,1740681728,0,22.68045499,0.13676021175,83966976.0,0.080791874,324849664.0,4
frontend,adservice,1740681788,0,24.11528114,0.14909960225,83890176.0,0.075364608,49061888.0,4
frontend,adservice,1740681848,0,20.53291554,0.15255555475,84345856.0,0.001566204,49385472.0,4
frontend,adservice,1740681908,0,20.53285943,0.13400784725,85600256.0,0.001594988,49385472.0,4
frontend,adservice,1740681968,0,20.53295862,0.13115579675,85599232.0,0.001626349,48738304.0,4
frontend,adservice,1740682028,0,11.66644658,0.12580798375,84897792.0,0.001650515,48738304.0,4
frontend,adservice,1740682088,0,0.0,0.11467137125,85754880.0,0.044016686,274931712.0,4
frontend,adservice,1740682148,0,8.445442503,0.129506921,86539264.0,0.168955701,361902080.0,4
frontend,adservice,1740682208,0,8.445463111,0.12056440175,86493184.0,0.001662368,49147904.0,4
frontend,adservice,1740682268,0,8.445429453,0.11976732925,86323200.0,0.001636598,48214016.0,4
frontend,adservice,1740682328,0,8.445478328,0.10587189525,86868992.0,0.001541779,48214016.0,4
frontend,adservice,1740682388,0,8.445471274,0.0817358975,86247424.0,0.001490066,48214016.0,4
frontend,adservice,1740682448,0,0.0,0.086649082,85657600.0,0.001492828,48214016.0,4
frontend,adservice,1740682508,0,7.841972708,0.08033858675,85707776.0,0.100842339,343224320.0,4
frontend,adservice,1740682568,0,18.51544645,0.0779718145,85969920.0,0.047124968,49184768.0,4
frontend,adservice,1740682628,0,18.53653407,0.0679530195,85967872.0,0.001527342,48488448.0,4
frontend,adservice,1740682688,0,18.53652009,0.0585909875,85925888.0,0.001227138,48488448.0,4
frontend,adservice,1740682748,0,18.53654398,0.0658380475,86197248.0,0.001580968,48369664.0,4
frontend,adservice,1740682808,0,7.743728251,0.066879944,85905408.0,0.0014638,48373760.0,4
frontend,adservice,1740682868,0,0.0,0.05960168875,85931008.0,0.001582348,48369664.0,4
frontend,adservice,1740682928,0,6.066570392,0.08633836325,86005760.0,0.081324123,323559424.0,4
frontend,adservice,1740682988,0,19.04882267,0.10818678975,86361088.0,0.047959911,49336320.0,4
frontend,adservice,1740683048,0,19.04881361,0.1102333605,86343680.0,0.001501332,49516544.0,4
frontend,adservice,1740683108,0,19.04882508,0.14037014125,86670336.0,0.001550602,48377856.0,4
frontend,adservice,1740683168,0,19.04882171,0.12986045200000002,86791168.0,0.001567074,48381952.0,4
frontend,adservice,1740683228,0,8.599843549,0.1418815145,86402048.0,0.001569814,47923200.0,4
frontend,adservice,1740683288,0,0.0,0.1577637375,85768192.0,0.02509412,151580672.0,4
frontend,adservice,1740683348,0,17.08734537,0.13908162400000001,86555648.0,0.1349324,340619264.0,4
frontend,adservice,1740683408,0,20.65922485,0.1717142225,86629376.0,0.001655012,47927296.0,4
frontend,adservice,1740683468,0,20.65922351,0.1759862105,86830080.0,0.001541913,47923200.0,4
frontend,adservice,1740683528,0,20.6592766,0.18044516975,86223872.0,0.001680635,47927296.0,4
frontend,adservice,1740683588,0,19.83473041,0.10242305874999999,86548480.0,0.001617243,47923200.0,4
frontend,adservice,1740683648,0,0.073682401,0.084184015,86424576.0,0.001287905,49049600.0,4
frontend,adservice,1740683708,0,3.677127043,0.07725255025,86715392.0,0.073968962,320413696.0,4
frontend,adservice,1740683768,0,16.32252066,0.07607291225,86708224.0,0.0523163,349442048.0,4
frontend,adservice,1740683828,0,18.66629602,0.07453232625,86480896.0,0.001598792,48074752.0,4
frontend,adservice,1740683888,0,18.6662567,0.0804767555,86580224.0,0.001499879,48074752.0,4
frontend,adservice,1740683948,0,18.66630686,0.07782220775000001,86540288.0,0.001637537,48439296.0,4
frontend,adservice,1740684008,0,11.77518646,0.08254273549999999,86484992.0,0.00159359,48578560.0,4
frontend,adservice,1740684068,0,0.192977716,0.10023885025,86458368.0,0.001642913,48594944.0,4
frontend,adservice,1740684128,0,2.035051549,0.08814943575,86266880.0,0.095608326,337412096.0,4
frontend,adservice,1740684188,0,8.357741154,0.08804195000000001,86401024.0,0.001051416,49262592.0,4
frontend,adservice,1740684248,0,8.357750646,0.08826551125,86776832.0,0.001569702,49262592.0,4
frontend,adservice,1740684308,0,8.357733447,0.06364272175,86573056.0,0.001527827,48865280.0,4
